id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Ưu điểm BĐS,Hướng ban công,Tiện ích
306317585,8,"Bán đất tặng kèm nhà cấp 4, kho xưởng xây full đất","5,1 tỷ",5.1,"6,17 triệu/m²",826,Huyện  Củ Chi,"Đ. 762, X. An Nhơn Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-kho-nha-xuong-cu-chi-ho-chi-minh-i1323/306317585,"- Hơn 800m2 đất sẵn nhà và kho xưởng. - Mặt tiền đường 762, An Nhơn Tây, Củ Chi, TPHCM. - Diện tích 17x50m 826m2. Sẵn thổ cư, quy hoạch khu dân cư, không gần mồ mả. Chuồng trại. - Ac quan tâm Lh em Diệp nhé. Liên hệ: SĐT 1 096 189 **** Hiện số Thông tin chi tiết Mặt tiền 17m",17m,,,,,
306317569,8,"Bán đất 5.146 m, đất trồng cây lâu năm, có sẵn nhà màng ~3.000 m. Cách Safari quy mô 500ha ~3km","7,95 tỷ",7.95,"1,54 triệu/m²",5.146,Huyện  Củ Chi,"Đ. Nguyễn Thị Rành, X. An Nhơn Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306317569,"Đất có nhà màng vị trí gần tiện ích. Diện tích: 5.146 m2, đất trồng cây lâu năm. Trên đất đã đầu tư nhà màng ~3.000 m2. Phù hợp: Nông nghiệp công nghệ cao, trang trại sinh thái. Vị trí: Cách Safari quy mô ~500ha: 3km. Cách Bệnh viện Huyện Củ Chi: 4km. Kết nối tiện ích khu trung tâm huyện, dễ di chuyển. Pháp lý: Đất trồng cây lâu năm sổ riêng, dễ dàng vay ngân hàng. Xem đất thực tế thương lượng chính chủ. Liên hệ: SĐT 1 090 956 **** Hiện số Thông tin chi tiết Mặt tiền 39m",39m,,,,,
306316143,8,"1176m2, mặt tiền đường Bùi Thị Ngọn, An Nhơn Tây, Củ Chi. Giá 6 tỷ",6 tỷ,6.0,"5,1 triệu/m²",1.176,Huyện  Củ Chi,"Đ. Bùi Thị Ngọn, X. An Nhơn Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306316143,"- Bán lô đất mặt tiền Bùi Thị Ngọn, An Nhơn Tây, Củ Chi. - 20x60m, 1176m2 sẵn 200tc. Xây dựng ngay. Tổng diện tích 1176m2, đất cao ráo, đã xây rào kín. Xung quanh dân cư đông đúc, điện 3 pha chạy trước đất. - Giá chủ gửi 6tỷ còn bớt. Ac quan tâm Lh em Diệp nhé. Liên hệ: SĐT 1 096 189 **** Hiện số Thông tin chi tiết Mặt tiền 20m",20m,,,,,
306316344,8,"Đất thổ cư đường Nguyễn Thị Rành, 10x22=218m2, 2 sổ riêng, đường 12m thông thoáng, 1.25tỷ","1,2 tỷ",1.2,"5,5 triệu/m²",218,Huyện  Củ Chi,"Đ. Nguyễn Thị Rành, X. Phước Hiệp, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306316344,"Tôi cần nhượng lại 2 lô đất đường Nguyễn Thị Rành, Phước Hiệp Củ Chi Đất thổ cư, đường thông thoáng, di chuyển thuận tiện Khu vực đông dân cư, có thể sinh hoạt, sử dung ngay hoặc mua để dành Diện tích: 10x22=218m2 2 sổ riêng Giá: 1.25 tỷ có thương lượng Anh chị quan tâm coi đất, coi sổ trực tiếp Liên hệ: SĐT 1 078 632 **** Hiện số Thông tin chi tiết Mặt tiền 10m",10m,,,,,
306316735,8,"Đất thổ cư,gần chợ Thái Mỹ, đường nhựa 10x21=208m2, 2 sổ riêng, xây tự do, 1.1 tỷ","1,1 tỷ",1.1,"5,37 triệu/m²",205,Huyện  Củ Chi,"Đ. Tỉnh Lộ 7, X. Thái Mỹ, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306316735,"Tôi cần nhượng lại lô đất thổ cư, đường nhựa thông thoáng Nằm gần ngã tư chợ Thái Mỹ, khu vực đông dân cư, thuận tiện sử dụng, sinh hoạt Di chuyển ra Quốc Lộ 22, Tỉnh Lộ 7 rất thuận tiện Diện tích: 10x21=208m2 Giá: 1.1 tỷ Anh chị quan tâm liên hệ coi sổ, coi đất Liên hệ: SĐT 1 078 632 **** Hiện số Thông tin chi tiết Mặt tiền 10m",10m,,,,,
306316040,8,Bán đất xã An Nhơn Tây HNK 506.7m2 giáp KDC hiện hữu gần TL7,850 triệu,0.85,"1,68 triệu/m²",506.7,Huyện  Củ Chi,"X. An Nhơn Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306316040,"Cần bán thửa đất cây hàng năm diện tích 506.7 m2 tại xã An Nhơn Tây, Củ Chi, gần trục đường Tỉnh Lộ 7. Hướng Đông. Vị trí gần giáp với khu dân cư hiện hữu. Pháp lý: SHR chính chủ. Liên hệ: SĐT 1 038 999 **** Hiện số Thông tin chi tiết Mặt tiền 18,7m","18,7m",,,,,
306315279,8,"1 TỶ 1-Chủ ngộp bán nhanh lô đất Lê Thị Ngà, Củ Chi, 5x43m","1,1 tỷ",1.1,"6,47 triệu/m²",170,Huyện  Củ Chi,"Đ. Lê Thị Ngà, X. Phước Vĩnh An, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306315279,"ĐẤT LÊ THỊ NGÀ PHƯỚC VĨNH AN 1TỶ1 Cần bán gấp lô đất đạt địa tại đường Lê Thị Ngà, Phước Vĩnh An, Củ Chi . Giá nhận được cho nhà đầu tư! Thông tin: Diện tích: 5x34m Diện tích cực lớn, vuông vức. Giá bán: 1 TỶ 1(Rẻ nhất khu vực). Điểm mạnh: Ngày khu dân cư đông đúc, an ninh tốt. Gần đây khảo sát các khu công nghiệp, tiện ích xây dựng trọ hoặc kinh doanh. Đầy đủ tiện ích: Chợ, trường học, bệnh viện Củ Chi trong bán kính gần. Pháp lý: Sổ riêng, chứng minh ngay. Liên hệ: SĐT 1 058 893 **** Hiện số",,,,,,
306314953,8,"Bán đất tại Bình Mỹ, Củ Chi, HCM, 3,2 tỷ, 251m2, Chính chủ view đẹp","3,2 tỷ",3.2,"12,75 triệu/m²",251,Huyện  Củ Chi,"Đ. Bình Mỹ, X. Bình Mỹ, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306314953,"Đất nền tại Bình Mỹ, Củ Chi, Hồ Chí Minh đang chờ đón chủ nhân mới. Với diện tích 251m2, vị trí đắc địa, đất có pháp lý đầy đủ, tạo cơ hội đầu tư hấp dẫn cho những ai muốn xây dựng tổ ấm hoặc kinh doanh. + Diện tích rộng 251m2, phù hợp cho nhiều loại hình xây dựng. + Giá 3,2 tỷ VND, cơ hội đầu tư sinh lời cao. + Hướng Tây Bắc, thuận lợi cho phong thủy. + Chiều ngang mặt tiền 17m, lý tưởng cho việc kinh doanh hoặc xây dựng nhà ở. - Điểm đặc biệt: Mặt tiền rộng, thuận lợi cho việc kinh doanh, có phong thủy tốt cho khu vực. Pháp lý đầy đủ, sổ đỏ sẵn sàng. - Địa điểm tiện ích xung quanh: Gần siêu thị Bách Hóa Xanh, trung tâm du học sinh Bình Mỹ và trường Nhật Ngữ Đông Du. Liên hệ ngay để biết thêm chi tiết và đặt lịch xem đất: 0931272721 MS Trinh. Thu gọn Liên hệ: SĐT 1 093 127 **** Hiện số Thông tin chi tiết Mặt tiền 4m Ưu điểm BĐS Mặt tiền rộng",4m,,,Mặt tiền rộng,,
306298420,8,"Chính chủ bán gấp nhà mặt tiền tỉnh lộ 8 phú hòa đông, tp.hcm dt: 8 x 71,6 m full thổ cư.","16,6 tỷ",16.6,"29,25 triệu/m²",567.5,Huyện  Củ Chi,"Đ. Tỉnh lộ 8, X. Tân Thạnh Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-cu-chi-ho-chi-minh-i1223/306298420,"Cần bán gấp nhà mặt tiền Tỉnh lộ 8, xã P Tân Thạnh Tây,TP.HCM vị trí vàng, kinh doanh đa ngành nghề, tiềm năng sinh lời cao. Diện tích: Ngang 8m x dài 71,6 m Thổ cư: 472,3 m2 thổ cư) Kết cấu: Nhà kiên cố, đang cho thuê ổn định có dòng tiền sẵn Pháp lý: Sổ hồng riêng , pháp lý rõ ràng Hạ tầng: Tường rào xây kiên cố, khu dân cư đông đúc, an ninh đảm bảo Tiện ích & lợi thế: Mặt tiền đường lớn, thuận tiện kinh doanh buôn bán mở kho xưởng kế bên cửa hàng bách hóa lớn, trường học, cách 1km là trung tâm thương mại, siêu thị, ngân hàng, chợ, bệnh viện , phòng khám đa khoa Vị trí kết nối nhanh về trung tâm, gần đường dẫn ra cao tốc tphcm- Mộc Bài giá trị bất động sản tăng trưởng bền vững Giá bán: 16,5 tỷ thương lượng chính chủ Liên hệ chính chủ: 0903179298 Anh Nguyện Thu gọn Liên hệ: SĐT 1 090 317 **** Hiện số",,,,,,
306311906,8,"Bán đất Củ Chi, 70x40m, sẵn thổ cư, giá chỉ nhỉnh 4tr/m2","9,5 tỷ",9.5,"bán đất củ chi, 70x40m, sẵn thổ cư, giá chỉ nhỉnh 4tr/m2",2.250,Huyện  Củ Chi,"Đ. Bến Đình, X. An Nhơn Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306311906,"- Chủ gửi bán lô đất ngay đường Bến Đình, An Nhơn Tây, Củ Chi. - Diện tích 70x40m, 2250m2, 450m2 thổ cư, mặt tiền đường bê tông. - Đất quy hoạch toàn bộ khu dân cư, không gần mồ mả, chuồng trại. - Giá chỉ nhỉnh 4tr/m2, AC quan tâm LH em Diệp nhé. Liên hệ: SĐT 1 096 189 **** Hiện số Thông tin chi tiết Mặt tiền 70m",70m,,,,,
306314010,8,"Hạ giá đất thổ cư 241,5m², chỉ 9 triệu/m² Sổ vuông nở hậu, xây dựng ngay, Qh khu dân cư hiện hữu","2,3 tỷ",2.3,"hạ giá đất thổ cư 241,5m², chỉ 9 triệu/m² sổ vuông nở hậu, xây dựng ngay, qh khu dân cư hiện hữu",241,Huyện  Củ Chi,"Đ. Tỉnh lộ 15, X. Tân Thạnh Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306314010,"Siêu phẩm đất thổ cư 241,5m², giá chỉ 9 triệu/m² Mặt tiền đường nhựa 20m, phù hợp làm xưởng, nhà trọ hoặc đầu tư lâu dài + 100% thổ cư, Sổ vuông nở hậu, xây dựng ngay, Qh khu dân cư hiện hữu + Mặt Tiền kinh doanh đường 20m Lý Thị Chừng giao Tỉnh lộ 15 xã Phú Hoà Đông mới + Đường container rộng, ngay trung tâm hành chính xã, chợ Hoà Phú Đông. + Nằm giữa 2 dự án phân lô đồng bộ dân cư đã vào ở. Giáp sông sài gòn thoáng mát + Xung quanh nhiều biệt thự, nhà vườn đẹp. Đã xây hàng rào kiên cố + Giá bán nhanh chỉ 2tỷ3 LH: 0935611771 Thu gọn Liên hệ: SĐT 1 093 561 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Đất vuông - nở hậu, Phân lô liền kề",5m,,,"Đất vuông - nở hậu, Phân lô liền kề",,
306314151,9,"Bán nhanh đất 5x49m nở hậu thổ cư 100% Tỉnh Lộ 15- thích hợp xây trọ, xưởng, làm nhà vườn, giữ tiền","2,3 tỷ",2.3,"9,52 triệu/m²",241.5,Huyện  Củ Chi,"Đ. Tỉnh lộ 15, X. Tân Thạnh Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306314151,"Đất vuông vắn nở hậu tài lộc, mặt tiền đường 20m Lý Thị Chừng giao Tỉnh lộ 15 + Đất full thổ mặt tiền đường nhựa nhà nước 20m, thích hợp làm xưởng hoặc xây trọ hay làm nhà vườn. + DT: 5m*49m. Tổng 241.5m2. Thổ cư 100% đường xe container, chợ Phú Hoà Đông. + Quy hoạch khu dân cư, đất đẹp cao ráo, xung quanh dân cư đông, nhiều nhà vườn biệt thự đẹp. + Đã xây hàng rành kiên cố, cách 300m là đường quy hoạch mở rộng Tỉnh Lộ 15 nhánh 2, tiếp giáp vành đai 4. LH: 0935611771 Thu gọn Liên hệ: SĐT 1 093 561 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Đất vuông - nở hậu",5m,,,Đất vuông - nở hậu,,
306311471,9,"Cần bán gấp lô đất đường Cây Da, Tân Phú Trung, Củ Chi. Diện tích 83,9 m2. SHR",N/A,,N/A,83.9,Huyện  Củ Chi,"Đ. Cây Da, X. Tân Phú Trung, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306311471,"Cách chợ Việt Kiều chỉ 500m, vài phút là ra Quốc Lộ 22, thuận tiện di chuyển về trung tâm TP. HCM. Gần trường học, UBND xã, khu công nghiệp, siêu thị... Tiện ích đầy đủ, ở hay đầu tư đều sinh lời. Diện tích: 83,9m2 (vuông vức, 2 mặt tiền cực hiếm). Sổ hồng riêng, bao sang tên công chứng. Đường nhựa trước đất rộng, ô tô quay đầu thoải mái. Vui lòng liên hệ: 0373110968 Thuý Nhi. Liên hệ: SĐT 1 037 311 **** Hiện số",,,,,,
306314241,9,"Bán đất tại Huỳnh Thị Dần, 2.1 tỷ, Thổ cư 99m2, Củ Chi, TP.HCM, Chính chủ0931272721","2,1 tỷ",2.1,"21,21 triệu/m²",99,Huyện  Củ Chi,"X. Bình Mỹ, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306314241,"Đất nền nằm ở vị trí thuận lợi tại Huỳnh Thị Dần, Bình Mỹ, Củ Chi, TP.HCM. Với diện tích 99m2, đất có pháp lý đầy đủ, sổ hồng riêng. + Giá bán: 2,1 tỷ VND. + Chiều ngang mặt tiền: 5m. Dài 19,8m. + Chiều rộng đường trước đất: 3m, thuận tiện cho việc đi lại. Đặc biệt, đất có phong thủy tốt, phù hợp cho việc xây dựng nhà ở hoặc đầu tư. Mặt tiền rộng rãi, thích hợp cho việc an cư. Pháp lý đầy đủ, sổ hồng sẳn sang tên ngay đảm bảo an tâm cho người mua. Địa điểm tiện ích xung quanh: - Siêu thị Bách Hóa Xanh, thuận tiện cho nhu cầu mua sắm hàng ngày. - Trung tâm Du học Sinh Bình Mỹ - Trường Nhật Ngữ Đông Du, gần gũi với các cơ sở giáo dục. Để biết thêm thông tin và nhận tư vấn miễn phí, vui lòng liên hệ Ms Trinh qua số điện thoại 0931272721 Thu gọn Liên hệ: SĐT 1 093 127 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Mặt tiền rộng",5m,,,Mặt tiền rộng,,
306311578,9,"1700m2, 500m2 thổ cư, 6,5 tỷ. Đất Củ Chi, TPHCM","6,5 tỷ",6.5,"3,82 triệu/m²",1.700,Huyện  Củ Chi,"Đ. Hà Thị Kiểm, X. Phú Mỹ Hưng, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306311578,"- Cần bán lô đất mặt tiền đường Hà Thị Kiểm, Phú Mỹ Hưng, Củ Chi. - Diện tích 28x60m, 1700m2, 500m2 thổ cư, đất cao ráo, sạch sẽ, không gần mồ mả, đã xây rào kín xung quanh. - Đất mặt tiền đường nhựa lớn, thông, xung quanh dân cư hiện hữu. - Giá chỉ 6,5 tỷ, còn bớt, AC quan tâm LH em Diệp nhé. Liên hệ: SĐT 1 096 189 **** Hiện số Thông tin chi tiết Mặt tiền 28m",28m,,,,,
306311780,9,"Bán đất Tân Phú Trung, Củ Chi, TP HCM. gần KCN, BV đa khoa Xuyên Á.","9,9 tỷ",9.9,"11,88 triệu/m²",833,Huyện  Củ Chi,"Đ. Nguyễn Thị Lắng, X. Tân Phú Trung, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306311780,"- Đất bán gần KCN Tân Phú Trung, BV đa khoa Xuyên Á, khu dân cư đông đúc. - Diện tích 15x55, 833m2 , sẵn 520m2 thổ cư, xây dựng ngay. - Đất cao ráo, không gần mồ mả, xung quanh nhà dân, kho xưởng, dãy trọ, biệt thự rất nhiều. - Đất cách KCN Tân Phú Trung, BV đa khoa Xuyên Á , chợ Tân Phú Trung, sân golf,... 2km. Cách cầu vượt An Sương, Trung tâm tp chỉ 35 phút di chuyển, - Giá chủ gửi chỉ 12tr/m2, còn bớt, ac quan tâm LH em Diệp nhé. Liên hệ: SĐT 1 096 189 **** Hiện số Thông tin chi tiết Mặt tiền 15m",15m,,,,,
306313360,9,"Bán biệt thự 465m2, 8 tỷ, tại Bình Mỹ, Củ Chi, HCM",8 tỷ,8.0,"17,2 triệu/m²",465,Huyện  Củ Chi,"Đ. Hà Duy Phiên, X. Bình Mỹ, H. Củ Chi, Tp. Hồ Chí Minh",3,3,29/12/2025,https://meeyland.com/ban-biet-thu-lien-ke-cu-chi-ho-chi-minh-i1423/306313360,"GIÁ HẠ CÒN 8 TỶ TẶNG FULL NỘI THẤT BIỆT THỰ BÌNH MỸ CỦ CHI TP.HCM Vị trí đẹp:Cách đường Hà Duy Phiên 80m Hẻm bê tông, xe hơi vào tận nhà DT: 16,14 29m 465,1m². Thổ cư 100% nở hậu Sổ hồng riêng có GPXD đầy đủ Hướng Đông Nam Công năng đầy đủ không gian thoáng mát Phòng khách,Phòng thờ Phòng xem phim,3 p.ngủ,2WC Sân trước rộng, sân sau phơi đồ Bên hông trồng cây ,rau sạch... Giá bán: 8 TỶ (giá cũ 8,5 tỷ) Vui lòng gọi trước 30 phút khi đi xem nhà Liên hệ: SĐT 1 094 334 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Đất vuông - nở hậu",,,,Đất vuông - nở hậu,,
306313019,9,"Cần sang nhượng gấp đất hẻm ô tô tải quay đầu đường Phú Thuận, Xã An Ninh Tây, TP. HCM","44,4 tỷ",44.4,"5,55 triệu/m²",8.000,Huyện  Củ Chi,"Đ. Phú Thuận, X. Phú Mỹ Hưng, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306313019,"Kinh doanh thất bại nên cần thanh lý gấp lô đất với diện tích 8.000m2 (20 * 400m) hẻm xe ô tô tải quay đầu đường Phú Thuận (R 4m; hai xe ô tô tránh nhau thoải mái) tại xã An Ninh Tây (Trước đây là xã Phú Mỹ Hưng, Huyện Củ Chi), TP. HCM. Giờ bán đúng giá 44.400.000.000 đồng tương đương 5.550.000 đồng/ m2, số tiền thanh lý ngân hàng vốn, lãi, phạt quá hạn 40.000.000.000 đồng. Chi phí môi giới 500.000.000 đồng, thuế TNCN 1.000.000.000 đồng. Chủ đất bán coi như tay trắng nhưng phải chấp nhận vì phải đảm bảo uy tín, thương hiệu doanh nghiệp. Hiện trạng: Trồng cây lâu hàng năm nhưng quy hoạch đất thổ cư 100%. Nếu Anh Chị chốt sớm - ngân hàng có thể xử lý cho vay bằng số tiền mua với chính sách 24 tháng không trả vốn và lãi suất cố định 24 tháng là 5%/năm. Hướng đất: Tây Nam thích hợp cho nhà đầu tư Tây Tứ Trạch hoặc có thể thực hiện phân lô do gần khu dân cư Tái định cư kiểu mẫu của Thành phố Hồ Chí Minh. Hoa hồng cho Anh Em môi giới 1%, không chấp nhận kê kèo. Thu gọn Liên hệ: SĐT 1 093 115 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Phân lô liền kề",,,,Phân lô liền kề,,
306312661,9,"Bán đất mặt tiền đường 492, mặt tiền 24m, tổng 690m2 có 300m2 thổ, Xã Nhuận Đức (mới)","5,3 tỷ",5.3,"7,68 triệu/m²",690,Huyện  Củ Chi,"X. Phạm Văn Cội, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306312661,"Cần tiền trong làm ăn bán đất mặt tiền đường 492, xã Phạm Văn Cội, huyện Củ Chi, Hồ Chí Minh (cũ). Diện tích: 24m x 20m (tổng 690m2, có 300m2 thổ cư), đất vuông vức, xây dựng ngay. Vị trí: Đường nhựa trước đất rộng 8m, cách đường Bùi Thị Điệt 150m, ngã tư đường Nhuận Đức khoảng 1,7km. Chợ, trường học, ủy ban trong bán kính 3km, xung quanh đầy đủ tiện ích, thích hợp đầu tư, xây xưởng, xây biệt thự nhà vườn, cho thuê. Pháp lý: Sổ hồng riêng. Giá: 5 tỷ 300 triệu đồng. Cám ơn đã đọc tin và mong tiếp khách thiện chí. Thu gọn Liên hệ: SĐT 1 090 903 **** Hiện số Thông tin chi tiết Mặt tiền 24m Ưu điểm BĐS Đất vuông - nở hậu",24m,,,Đất vuông - nở hậu,,
306312270,9,"Cần sang nhượng gấp đất hẻm ô tô tải quay đầu đường Phú Thuận, Xã An Ninh Tây, TP. HCM","44,4 tỷ",44.4,"5,55 triệu/m²",8.000,Huyện  Củ Chi,"Đ. Phú Thuận, X. Phú Mỹ Hưng, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306312270,"Kinh doanh thất bại nên cần thanh lý gấp lô đất với diện tích 8.000m2 (20 * 400m) hẻm xe ô tô tải quay đầu đường Phú Thuận (R 4m; hai xe ô tô tránh nhau thoải mái) tại xã An Ninh Tây (Trước đây là xã Phú Mỹ Hưng, Huyện Củ Chi), TP. HCM. Giờ bán đúng giá 44.400.000.000 đồng tương đương 5.550.000 đồng/ m2, số tiền thanh lý ngân hàng vốn, lãi, phạt quá hạn 40.000.000.000 đồng. Chi phí môi giới 500.000.000 đồng, thuế TNCN 1.000.000.000 đồng. Chủ đất bán coi như tay trắng nhưng phải chấp nhận vì phải đảm bảo uy tín, thương hiệu doanh nghiệp. Hiện trạng: Trồng cây lâu hàng năm nhưng quy hoạch đất thổ cư 100%. Nếu Anh Chị chốt sớm - ngân hàng có thể xử lý cho vay bằng số tiền mua với chính sách 24 tháng không trả vốn và lãi suất cố định 24 tháng là 5%/năm. Hướng đất: Tây Nam thích hợp cho nhà đầu tư Tây Tứ Trạch hoặc có thể thực hiện phân lô do gần khu dân cư Tái định cư kiểu mẫu của Thành phố Hồ Chí Minh. Hoa hồng cho Anh Em môi giới 1%, không chấp nhận kê kèo. Thu gọn Liên hệ: SĐT 1 093 115 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Phân lô liền kề",,,,Phân lô liền kề,,
306302342,9,"Lô đất đẹp ngay Tỉnh Lộ 7, Trung Lập Hạ, Củ Chi, đường nhựa, sổ riêng, tiện kinh doanh, giá 1,2 tỷ","1,2 tỷ",1.2,"3,13 triệu/m²",383,Huyện  Củ Chi,"Đ. Tỉnh Lộ 7, X. Trung Lập Hạ, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306302342,"Bán đất mặt tiền Tỉnh Lộ 7, Trung Lập Hạ - Củ Chi - Diện tích: 10 x 38 = 383m2 có 100m2 thổ cư . - Đường nhựa thông - KDC đông đúc thuận tiện kinh doanh buôn bán, làm kho xưởng... - Sổ hồng riêng, sang tên công chứng ngay - Xung quanh đầy đủ tiện ích: trường học, chợ, bệnh viện,... - Giá 1,2 tỷ Anh chị quan tâm liên hệ em Ánh: 0867861903 Liên hệ: SĐT 1 086 786 **** Hiện số",,,,,,
306312264,9,Bán nhanh nhà biệt thự vườn kiên cố rộng 5500m2 (Thổ cư 300m2) Thái Mỹ Củ Chi,15 tỷ,15.0,"2,73 triệu/m²",5.500,Huyện  Củ Chi,"Đ. Tỉnh Lộ 7, X. Thái Mỹ, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-biet-thu-lien-ke-cu-chi-ho-chi-minh-i1423/306312264,Bán nhanh nhà biệt thự vườn kiên cố rộng 5500m2. (Thổ cư 300m2) Thái Mỹ Củ Chi. Giá rẻ chỉ 15 tỷ còn thương lượng. Liên hệ: SĐT 1 070 888 **** Hiện số,,,,,,
306309200,9,"Bán đất vườn đường Võ Thị Thuẫn, xã Phước Thạnh, Củ Chi, TP. HCM Cách đường xe hơi 30m","1,2 tỷ",1.2,"1,57 triệu/m²",764,Huyện  Củ Chi,"X. Phước Thạnh, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306309200,"Bán đất vườn đường Võ Thị Thuẫn, xã Phước Thạnh, Củ Chi, Tp. HCM. Cách đường xe hơi 30m đi bộ theo bờ. Kênh tiêu đi xuống xung quanh toàn nhà dân đất sạch QHKDC tiện ích đầy đủ. Sẽ được lên thổ cư. DT: 14,31 x 53,4m, tổng 764m2. Giá bán: 1,2 tỷ (chỉ 1,57 triệu/m2). Khách thiện chí còn bớt lộc. Liên hệ: Chính chủ 0908161697 Liên hệ: SĐT 1 090 816 **** Hiện số",,,,,,
306310540,9,"Chủ gửi xã Tân Thạnh Đông, huyện Củ Chi","2,75 tỷ",2.75,"27,23 triệu/m²",101,Huyện  Củ Chi,"Khu dân cư Tân Thạnh Đông, Đ. ĐT 107, X. Tân Thạnh Đông, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306310540,"Chủ gửi Diện tích: 5x20 full thổ cư, dân cư hiện hữu xây dưng hoàn công liền Cách tinh lộ 5 vào 100m Sát khu công nghiệp Tân Quy, trường học cấp 2-3, gần Bách hoá Xanh Liên hệ: SĐT 1 077 594 **** Hiện số Thông tin chi tiết Mặt tiền 129m",129m,,,,,
306311070,9,"MT Tỉnh lộ 8, Tân Thạnh Tây, Củ Chi 936m2 thổ cư 520m2 giá 15.5 tỷ","15,5 tỷ",15.5,"16,56 triệu/m²",936,Huyện  Củ Chi,"Đ. Tỉnh lộ 8, X. Tân Thạnh Tây, H. Củ Chi, Tp. Hồ Chí Minh",,,29/12/2025,https://meeyland.com/ban-dat-cu-chi-ho-chi-minh-i1123/306311070,"Mặt tiền Tỉnh lộ 8, vị trí kinh doanh tốt. Diện tích: 12.4 x 58m, nở hậu 20m. Tổng DT: 936m2. Quy hoạch khu dân cư hiện hữu. Gần khu cơ khí SAMCO. Có sẵn nhà cấp 4. Giá: 15.5 tỷ (thương lượng). Liên hệ: SĐT 1 097 776 **** Hiện số Thông tin chi tiết Mặt tiền 12,4m Ưu điểm BĐS Kinh doanh được, Đất vuông - nở hậu","12,4m",,,"Kinh doanh được, Đất vuông - nở hậu",,
