id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Ưu điểm BĐS,Tiện ích,Nội thất,Hướng ban công
306242836,15,"Bán Nhà Chính Chủ 43.5m2, (6,599 tỷ thương lượng )tại Đường Phú Thọ, Phường 1, Quận 11, Hồ Chí Minh","6,6 tỷ",6.6,"151,72 triệu/m²",43.5,N/A,"Đ. Phú Thọ, P. 1, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306242836,"Nhà riêng Chính Chủ tọa lạc tại vị trí thuận lợi, Đường Phú Thọ, Phường 1, Quận 11, Hồ Chí Minh, với diện tích 43.5m2 và giá bán 6,599 tỷ VND. Đây là cơ hội lý tưởng cho những ai đang tìm kiếm một không gian sống tiện nghi và gần gũi. + 4 phòng ngủ rộng rãi, thoáng mát. + 3 phòng tắm hiện đại. + 4 tầng, thiết kế hợp lý, tận dụng tối đa diện tích. + Mặt tiền 4m, thuận lợi cho việc kinh doanh. + Đường vào 4m, dễ dàng di chuyển. + Nội thất đầy đủ gồm điều hòa, tủ lạnh, giường,... Pháp lý đầy đủ, sổ đỏ/ sổ hồng rõ ràng, đảm bảo quyền lợi cho người mua. --- Tiện ích xung quanh: - Siêu thị thực phẩm sạch Lekhamart, siêu thị mẹ bầu & em bé Con Cưng gần kề. - Trường mầm non Bình Minh, trường mẫu giáo Hương Sen phục vụ cho các gia đình có trẻ nhỏ. - Công viên nước Đầm Sen, công viên chung cư Bình Thới, công viên Tân Hóa là nơi lý tưởng cho những buổi dã ngoại cuối tuần. - Bệnh viện Bình Phú, bệnh viện Chợ Rẫy, bệnh viện chuyên khoa ngoại thần kinh quốc tế đảm bảo an toàn sức khỏe cho cư dân. Liên hệ ngay để biết thêm thông tin chi tiết về căn nhà này qua số điện thoại 0933235578 hoặc gặp Lê thanh hoàng . Đừng bỏ lỡ cơ hội sở hữu một ngôi nhà lý tưởng tại khu vực này! Thu gọn Liên hệ: SĐT 1 093 323 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,
306258044,15,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306258044,N/A,,,,,,,
306253631,15,"Cần bán gấp nhà Đội Cung, p.11, Quận 11. Giá 4,28 tỷ, DT 58m2, LH Như 0766372453, hẻm xe hơi 5m",N/A,,N/A,58,N/A,"Đ. Đội Cung, P. 11, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306253631,"Cần bán gấp nhà Đội Cung, p.11, Quận 11. Giá 4,28 tỷ, DT 58m2, LH Như 0766372453, hẻm xe hơi 5m Diện tích 58m2 (4x14,5) Kết cấu 1 trệt 2 lầu 4pn 4wc Nhà đang cho thuê 16 triệu/tháng. Thích hợp mua ở hoặc cho thuê. Khu dân cư đông đúc, kinh doanh buôn bán đa dạng các ngành nghề, tiện ích xung quanh đầy đủ: chợ, siêu thị, trường học, bệnh viện.. Gọi ngay Quỳnh Như xem nhà trực tiếp Liên hệ: SĐT 1 076 637 **** Hiện số",,,,,,,
306253501,15,"Giảm sâu, Nhà hẻm 5m Lạc Long Quân, P3, Q11, 5.4x14.4m, 4 tầng, 10.6 tỷ. Gần Đầm Sen","10,6 tỷ",10.6,"143,24 triệu/m²",74,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",3,3,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306253501,"Nhà bán hẻm xe hơi Lạc Long Quân, Phường 3, Quận 11 Diện tích: 5.4 x 14.4m công nhận đủ 77.76m Diện tích xây dựng: 73.5m kết cấu 1 trệt 2 lầu sân thượng trước sau Gồm 3 phòng ngủ, 4 WC, ban công giếng trời thông thoáng Hẻm rộng 5m, cách mặt tiền Vành Đai Đầm Sen chỉ vài bước Nhà mới BTCT kiên cố, dọn vào ở ngay Pháp lý rõ ràng, hoàn công đầy đủ, công chứng nhanh Hướng Nam, phong thủy tốt Tiện ích 1km: KDL Đầm Sen, chợ, trường học các cấp, TTHC Quận 11, siêu thị, cửa hàng tiện lợi Giá chào chỉ 10.6 tỷ thương lượng mạnh cho khách thiện chí Hàng hiếm khu vực, liên hệ Thái LAND 0398060828 xem nhà gấp! Thu gọn Liên hệ: SĐT 1 039 806 **** Hiện số Thông tin chi tiết Mặt tiền 5,4m","5,4m",,,,,,
306257507,15,"Nhà hẻm xe hơi Bình Thới, P14, Q11, 4 tầng, 72m2, gần Đầm Sen. Giá đầu tư 10,7 tỷ","10,7 tỷ",10.7,"148,61 triệu/m²",72,N/A,"Đ. Bình Thới, P. 14, Q. 11, Tp. Hồ Chí Minh",3,3,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306257507,"Vị trí Bình Thới gần vòng xoay Lê Đại Hành, Phường 14, Quận 11. Diện tích đất 72m2, ngang lớn 4,2x16m. Nhà xây BTCT kiên cố, 4 tầng sử dụng. Hẻm xe hơi 5m, khai thác cho thuê tốt. Cách Đầm Sen 500m. Phù hợp mua ở đầu tư giữ tài sản lâu dài. Sổ hồng riêng, công chứng trong ngày. Tiện ích xung quanh 1km: KDL Đầm Sen, chợ, trường học, siêu thị, TTHC Q11. Khu vực không ngập giao thông thuận tiện. Giá bán 10,7 tỷ thấp hơn khu vực. Liên hệ: Thái Lê 0398060828 - tận mắt xem nhà. Thu gọn Liên hệ: SĐT 1 039 806 **** Hiện số Thông tin chi tiết Mặt tiền 4,2m Ưu điểm BĐS Giao thông thuận lợi","4,2m",,,Giao thông thuận lợi,,,
306257350,15,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306257350,N/A,,,,,,,
306254815,15,"Bán nhà hẻm xe hơi đường Hòa Bình, Phường 5, Quận 11, DT: 4x18,5m, giá 7.9 tỷ TL","7,9 tỷ",7.9,"103,95 triệu/m²",76,N/A,"P. 5, Q. 11, Tp. Hồ Chí Minh",1,1,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306254815,"án nhà hẽm 8m thông Đường Hoà Bình P5 Q11 ( đối diện đầm sen ) thông hẽm 337 Lạc Long Quân ngay vòng xoay Hòa Bình Diện tích: 4x18,5m, DTCN: 76m2, một cạnh dài 22m Pháp lý sổ mới năm: 2025 công chứng mua bán trong ngày Hiện trạng: nhà cấp 4 đã đập ra còn đất trống, Em còn nhiều nhà giá tốt Quý Khách quan tâm kết bạn zalo em gửi thông tin Xem nhà liên hệ Hưng: 0888712323 /-share Nhận ký gửi Mua Bán - Cho Thuê nhà Liên hệ: SĐT 1 088 871 **** Hiện số",,,,,,,
306254916,16,"Nhà 4 tầng lạc long quân - kế bên đầm sen - 75m2, ngang 5.4m bề thế - full nội thất - chỉ 12 tỷ tl",12 tỷ,12.0,160 triệu/m²,75,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306254916,"NHÀ 4 TẦNG LẠC LONG QUÂN, QUẬN 11 - KẾ BÊN ĐẦM SEN - 75M2, NGANG 5.4M BỀ THẾ - CHỦ XÂY TÂM HUYẾT, FULL NỘI THẤT - CHỈ 12 TỶ TL TRƯỚC TẾT. - Diện tích: 5.4m x 14.4m. - Kết cấu: 1 trệt 2 lầu sân thượng trước & sau - Công năng: Phòng khách Phòng bếp - Ban công, giếng trời thông thoáng - FULL nội thất lung linh. - Cách MT 20m, vài bước ra Đầm Sen - Bán kính 150m: Chợ Trường học các cấp, Gần TTHC Quận 11 - Khu dân cư hiện hữu, an ninh, tiện ích đầy đủ * Sổ đẹp vuông vứt hoàn công đầy đủ chủ thiện chí bán. * LH: 0933316853 Gặp Quốc xem nhà 24/7. Thu gọn Liên hệ: SĐT 1 093 331 **** Hiện số",,,,,,,
306256050,16,Sát Quận 10 - Bán nhà HXT Lạc Long Quân 4.8x17m 5tầng bề thế - Kinh doanh đa ngành. Nhỉnh 16 tỷ,"16,5 tỷ",16.5,"194,12 triệu/m²",85,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4,,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306256050,"Nhà nằm vị trí đắc địa: - Đường Lạc Long Quân, Tân Bình. - Hẻm quy hoạch 8m, xe tải tránh nhau. - Chỉ 50m ra mặt tiền Lạc Long Quân, giáp Quận 10, kết nối nhanh Âu Cơ, Lý Thường Kiệt, Cách Mạng Tháng 8, Tô Hiến Thành ... Hiện trạng và công năng: - Nhà xây BTCT kiên cố, 1 trệt 3 lầu sân thượng, gồm 5PN. Kết cấu cao tầng đồng bộ. - Phù hợp: Ở gia đình đông người, mở văn phòng, spa, trung tâm đào tạo, CHDV. Vừa ở vừa kinh doanh dòng tiền. - Mặt bằng tầng trệt cực lớn. Kinh doanh thuận tiện. Pháp lý: sổ hồng riêng, hoàn công đầy đủ Khu vực hiện tại gần như chưa có căn thứ 2 để so sánh. QK quan tâm xin LH zalo/call: 0971116738 - Hỗ trợ tận tâm Thu gọn Liên hệ: SĐT 1 097 111 **** Hiện số",,,,,,,
306252276,16,"Bán nhà mặt tiền 108m2 tại Đường 3/2, Q11, HCM, giá cực chất 35 tỷ",35 tỷ,35.0,"bán nhà mặt tiền 108m2 tại đường 3/2, q11, hcm, giá cực chất 35 tỷ",108,N/A,"Đ. 3/2, P. 12, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306252276,"Nhà mặt tiền tọa lạc tại Đường 3/2, Phường 12, Quận 11, Hồ Chí Minh, sở hữu diện tích 108m2 với vị trí căn góc 2 mặt tiền, nhà có cửa sau. + Mặt tiền 6.7m, thuận lợi cho việc kinh doanh và buôn bán. + Đang cho thương hiệu Nệm cao cấp thuê 65trđ/tháng. + Pháp lý đầy đủ, đảm bảo an tâm cho người mua. + Nhà 4 tầng kiên cố. + Gần trường học, gần chợ/siêu thị, có công viên. Địa điểm tiện ích xung quanh: + Bệnh viện Da Liễu TP.HCM + Bệnh viện Tai Mũi Họng TP.HCM + Bệnh viện Nhi Đồng 1 + Siêu thị Mẹ Bầu & Em Bé Con Cưng + Satramart - Siêu Thị Sài Gòn + Trường Mầm Non Bình Minh (Hệ Thống Bé Tài Năng) Liên hệ ngay để biết thêm chi tiết và đặt lịch xem nhà qua số 0983307080 với Miêng Trường. Thu gọn Liên hệ: SĐT 1 098 330 **** Hiện số Thông tin chi tiết Mặt tiền 6,7m Ưu điểm BĐS Căn góc","6,7m",,,Căn góc,,,
306254875,16,"Bán nhà đường Ông Ích Khiêm, Quận 11, DT: 4,1x14m - trệt 2 lầu, ST, 5PN, 3WC giá: 6 tỷ 9","6,9 tỷ",6.9,138 triệu/m²,50,N/A,"Đ. Ông Ích Khiêm, P. 14, Q. 11, Tp. Hồ Chí Minh",11,11,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306254875,"Bán nhà giá 6 tỷ 900. Đường Ông Ích Khiêm, Quận 11. Dt: 4,1x14m 50m2 - trệt 2 lầu, st 5pn, 3wc - giá: 6 tỷ 900. Xem nhà liên hệ Hưng: 0888712323 Nhận ký gửi Mua Bán - Cho Thuê nhà. Liên hệ: SĐT 1 088 871 **** Hiện số Thông tin chi tiết Mặt tiền 4,1m","4,1m",,,,,,
306254530,16,"Bán căn hộ chung cư Đường Thuận Việt, Phường 10, Quận 11, Hồ Chí Minh, 3,3 tỷ, 60 m2","3,3 tỷ",3.3,55 triệu/m²,60,N/A,"Đ. Thuận Việt, P. 10, Q. 11, Tp. Hồ Chí Minh",,,22/12/2025,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306254530,"Căn hộ chung cư tọa lạc tại Đường Thuận Việt, Phường 10, Quận 11, Hồ Chí Minh là sự lựa chọn lý tưởng cho những ai tìm kiếm không gian sống tiện nghi và hiện đại. Với diện tích 60 m2, căn hộ được thiết kế thông minh, mang lại cảm giác thoải mái và ấm cúng. - 2 phòng ngủ rộng rãi, phù hợp với gia đình hoặc nhóm bạn - 1 phòng tắm sạch sẽ, tiện nghi - Phòng khách thoáng đãng, dễ dàng bố trí nội thất - Đầy đủ tiện ích như bếp, máy lạnh, và hệ thống an ninh 24/7 - Giá bán hấp dẫn chỉ 3,3 tỷ VND Căn hộ còn sở hữu những tiện ích vượt trội như hồ bơi, phòng gym và khu vui chơi trẻ em, tạo điều kiện thuận lợi cho cuộc sống hàng ngày. Khu vực xung quanh: - Gần trường mẫu giáo Hương Sen - Công viên nước Đầm Sen, nơi lý tưởng để thư giãn và giải trí - Siêu thị Mẹ Bầu & Em Bé Con Cưng, thuận tiện cho việc mua sắm hàng hóa thiết yếu - Bệnh viện Chợ Rẫy, đảm bảo an toàn sức khỏe cho cư dân Để biết thêm thông tin chi tiết và sắp xếp lịch xem căn hộ, hãy liên hệ ngay với Mạnh Linh qua số điện thoại 0783752920 Thu gọn Liên hệ: SĐT 1 078 375 **** Hiện số",,,,,,,
306251459,16,"Nhà đẹp hẻm xe hơi đường Lý Nam Đế, Quận 11, 76.3m2, 2tỷ7. Gần chợ Đồ Cũ Nhật Tảo. Cho thuê 18tr/th","2,7 tỷ",2.7,"nhà đẹp hẻm xe hơi đường lý nam đế, quận 11, 76.3m2, 2tỷ7. gần chợ đồ cũ nhật tảo. cho thuê 18tr/th",76.3,N/A,"Đ. Lý Nam Đế, P. 7, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306251459,"Vị trí: nằm trên đường Lý Nam Đế, Phường 7, Quận 11 Gần chợ đồ cũ Nhật Tảo 2, cách COOP.MART LÝ THƯỜNG KIỆT chỉ vài phút Diện tích 76,3m² (4,5m x 16,9m). Giá : 2 tỷ7 Kết cấu nhà 1 trệt - 1 Lửng - 2 Tầng - 4 Phòng ngủ - 5 Toilet. Nhà có luôn gara ô tô thuận tiện Sổ sẵn, công chứng trong hỗ trợ từ a - z. Đang sẵn hợp đồng thuê 18tr/th Liên hệ em Khôi: 0898787530 để xem nhà Liên hệ: SĐT 1 089 878 **** Hiện số",,,,,,,
306253270,16,"Nhà mới đẹp Thái Phiên, P8, Q11, 4 tầng, 5x14m 3PN, 4WC. Giá 10.9 tỷ.","10,9 tỷ",10.9,"155,71 triệu/m²",70,N/A,"Đ. Thái Phiên, P. 8, Q. 11, Tp. Hồ Chí Minh",8,8,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306253270,"Bán nhà Thái Phiên, P.8, Q.11, khu dân trí cao Ngang 5m hiếm, dài 14m đất vuông vức Kết cấu 1 trệt 2 lầu + sân thượng trước sau Thiết kế hiện đại, giếng trời ban công thoáng mát Hẻm xe hơi 5m, thông ra đường lớn Phù hợp ở gia đình, kết hợp văn phòng, cho thuê Pháp lý chuẩn, sổ riêng, không quy hoạch Bán kính 1km: Đầm Sen, chợ truyền thống, trường học, trung tâm hành chính, ngân hàng Khu vực an ninh yên tĩnh hàng xóm văn minh Giá 10.9 tỷ còn thương lượng sâu Liên hệ: Thái Lê 0398060828 - tận mắt xem nhà. Thu gọn Liên hệ: SĐT 1 039 806 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Dân trí cao, Đất vuông - nở hậu",5m,,,"Dân trí cao, Đất vuông - nở hậu",,,
306251276,16,"Vip mặt tiền đường 3/2, 80m2 - 4 tầng thang máy -18 tỷ",18 tỷ,18.0,"vip mặt tiền đường 3/2, 80m2 - 4 tầng thang máy -18 tỷ",80,N/A,"Đ. 3/2, P. 1, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306251276,"- VIP Mặt tiền Đường Ba tháng Hai 30m, vỉa hè rộng 6m tấp nập - Nhà mới 80m2, Thang máy, Giá 18 TỶ XX - KẾT CẤU 4 TẦNG, TRỆT, 2 LẦU, SÂN THƯỢNG, 4 PN. - Có ngay dòng tiền cho thuê 60 triệu/tháng Pháp lý: Sổ hồng chuẩn - LH 0908092995 ĐOÀN THỌ xem nhà Xem là còn cơ hội chốt ngay kẻo lỡ Liên hệ: SĐT 1 090 809 **** Hiện số Thông tin chi tiết Mặt tiền 4,2m Tiện ích Thang máy","4,2m",,,,Thang máy,,
306251928,16,"Giảm nhanh 300triệu nhà đường trần quý, p7,quận 11.giá: 5tỷ710/ 4.6m x 14.4m(66.24m2).sổ sẵn","5,71 tỷ",5.71,"giảm nhanh 300triệu nhà đường trần quý, p7,quận 11.giá: 5tỷ710/ 4.6m x 14.4m(66.24m2).sổ sẵn",66.24,N/A,"Đ. Trần Quý, P. 7, Q. 11, Tp. Hồ Chí Minh",4,4,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306251928,"GIẢM NHANH 300TRIỆU NHÀ ĐƯỜNG TRẦN QUÝ, P7,QUẬN 11. GIÁ: 5TỶ710 DT: 4.6m x 14.4m(66.24m2) KC: 1Trệt 3Lầu 4Phòng ngủ lớn 5WC, xe hơi đậu được trong nhà, phòng khách không gian lớn rộng rãi, ban công sân thượng thoáng mát. Nhà không tóp hậu, không lỗi phong thuỷ. Sổ hồng chính chủ, hoàn công đầy đủ. Liên hệ: SĐT 1 093 500 **** Hiện số Thông tin chi tiết Mặt tiền 6m",6m,,,,,,
306252748,16,"Bán nhà quận 11- dt: 5,8x10m - giá 6 tỷ hơn","6,6 tỷ",6.6,"140,43 triệu/m²",47,N/A,"Đ. Thái Phiên, P. 16, Q. 11, Tp. Hồ Chí Minh",5,5,22/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306252748,"BÁN NHÀ QUẬN 11- DT: 5,8X10M - GIÁ 6 TỶ HƠN Bán Nhà Hẻm 1/ thẳng 4m(cách hẻm xe tải ~10m)(Bề Ngang Khủng). Vị trí ngay đường Thái Phiên -Hàn Hải Nguyên - Với Đường 3/2 Diện Tích: 5,8* 10m. CN: 47m2 Kết Cấu: BTCT trệt 2 lầu sân thượng 5pn 5wc(Hoàn Công Đủ). Hướng: Nam mát mẻ Ưu điểm: Khu vực hiếm ít nhà bán,chợ,trường,3/2,minh phụng Giá Chỉ: 6 tỷ 660 có thương lượng Xem nhà liên hệ Hưng: 0888712323 /-share Nhận ký gửi Mua Bán - Cho Thuê nhà Lưu ý nhà có hep hậu ạ! Thu gọn Liên hệ: SĐT 1 088 871 **** Hiện số",,,,,,,
306250379,16,"Nhà đường lớn 7,5m ngay ĐÔI CUNG -QUẬN 11.Giá 3Tỷ4/73.2m2 đang cho thuê 23Triệu.Gần phòng khám nhi","3,4 tỷ",3.4,"nhà đường lớn 7,5m ngay đôi cung -quận 11.giá 3tỷ4/73.2m2 đang cho thuê 23triệu.gần phòng khám nhi",73.2,N/A,"Đ. Đội Cung, P. 11, Q. 11, Tp. Hồ Chí Minh",,,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306250379,"Tôi bán căn nhà 7,5m ngay ĐỘI CUNG - PHƯỜNG 11 - QUẬN 11 cách phòng khám nhi Vì Con tầm 500m * Nhà còn hợp cho thuê nhà 25triệu/tháng. =================== * Giá: 3Tỷ400(còn giảm) * Diện tích: 73.2m² (ngang 4,6m x dài 15.9m) nở hậu tài lộc phía sau. * Nhà xây mới đúc bêtông kiên cố. Kết cấu 1 trệt - 2 lầu - sân thượng. Gồm: 5 phòng ngủ - 5toilet - gara ô tô rộng rãi. Để lại nội thất cao cấp cho khách Gọi tôi: 0908174435 để xem nhà ngay Liên hệ: SĐT 1 090 817 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Đất vuông - nở hậu, Xây mới",,,,"Đất vuông - nở hậu, Xây mới",,,
306253200,16,"Bán nhà mặt tiền Nguyễn Chí Thanh, 24 tỷ, 76m2, giá ưu đãi, view đẹp, Q11, HCM",24 tỷ,24.0,"315,79 triệu/m²",76,N/A,"Đ. Nguyễn Chí Thanh, P. 4, Q. 11, Tp. Hồ Chí Minh",3,3,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306253200,"Nhà mặt tiền tại Đường Nguyễn Chí Thanh, Phường 4, Quận 11, Hồ Chí Minh với diện tích 76m2, 3PN và 3WC. - Pháp lý đầy đủ, sổ đỏ. - Mặt tiền 5m, thuận lợi kinh doanh. - Căn ngay góc, sáng đẹp, dễ dàng nhận diện thương hiệu,... - Phong thủy tốt, phù hợp với gia đình và đầu tư. Địa điểm xung quanh: - Gần bệnh viện Chợ Rẫy, bệnh viện Hùng Vương, Chợ Thiếc, Chợ Tân Thành, Tạ Uyên,... - Siêu thị Mẹ Bầu & Em Bé Con Cưng, Satramart - Siêu Thị Sài Gòn, Siêu Thị Thực Phẩm Sạch Lekhamart. - Trường Mầm Non Hoa Mai Quận 5, Trung Tâm Tiếng Trung Hoa Văn Thương Mại Thành Phố 2 (SHZ Nguyễn Trãi). Liên hệ ngay để biết thêm chi tiết và đặt lịch xem nhà: 0983307080, Miêng Trường. Thu gọn Liên hệ: SĐT 1 098 330 **** Hiện số Thông tin chi tiết Mặt tiền 5m",5m,,,,,,
306235135,16,Nhà 2 Mặt tiền thoáng mát . Giá rẻ bất ngờ. Chỉ 9.9 tỷ. Có căn nhà 110m2 tìm không ra căn thứ 2,"9,9 tỷ",9.9,90 triệu/m²,110,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",,,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306235135,"Bán nhà Q11 + Nhà cũ nát xác định bán đất + Lô góc 2 mặt thoáng, đối diện là kho hàng tương lai chuyển đổi thành dự án nhà cao tầng, văn phòng. +Thích hợp xây căn hộ dịch vụ. Biệt thự mini. (Giá 9.9 tỷ) + .. ++ Liên Hệ Phát Đạt + Xem nhà miễn phí. Thương lượng trực tiếp chủ + LH: 0903168193 Liên hệ: SĐT 1 090 316 **** Hiện số Thông tin chi tiết Mặt tiền 6m Ưu điểm BĐS Nhiều mặt thoáng, Căn góc",6m,,,"Nhiều mặt thoáng, Căn góc",,,
306252821,16,"Bán nhà hẻm 3/2, p16, quận 11, dt: 3,8x11m trệt, 2 lầu giá chưa tới 6 tỷ",6 tỷ,6.0,"142,86 triệu/m²",42,N/A,"Đ. 3/2, P. 16, Q. 11, Tp. Hồ Chí Minh",4,4,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306252821,"BÁN NHÀ QUẬN 11 Hạ Giá bán gấp chưa tới 6 tỷ Bán Nhà Nhà hẻm 3/2 với Thái Phiên, Phường 2, Quận 11 câch 20m ra mặt tiền 3 Tháng 2 - Diện tích: ngang 3,8m dài 11,3m công nhận 42,9m2. Hiện trạng trệt 2 lầu, 4pn, 3wc, nhà cũ tiện cải tạo sửa chữa, hoặc xây dựng mới - Quy mô xây mới: trệt, lửng, 2 lầu, sân thượng - Hẻm 4m hẻm thông ra 1390 Đường 3/2. Khu dân cư hiện hữu, không lộ giới. Xem nhà liên hệ Hưng: 0888712323 /-share Nhận ký gửi Mua Bán - Cho thuê Liên hệ: SĐT 1 088 871 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Xây mới",,,,Xây mới,,,
306250915,16,"Ngay Lotte Mart- Bán Nhà Mặt Tiền Lê Đại Hành Quận 11 ( 12,5x20m) 2 Tầng HĐT: 180 triệu - Giá 86 tỷ",86 tỷ,86.0,344 triệu/m²,250,N/A,"Đ. Lê Đại Hành, P. 15, Q. 11, Tp. Hồ Chí Minh",,,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306250915,"Ngay Lotte Mart- Bán Nhà Mặt Tiền Lê Đại Hành Quận 11 ( 12,5x20m) 2 Tầng HĐT: 180 triệu - Giá 86 tỷ - Diện Tích: 12,5m x 20m - Hiện Trạng: 2 Tầng - Thuê: 180 triệu - Vị Trí cực đẹp Khúc nối Lý Thường Kiệt - Lê Đại Hành , gần sát Kigdoom 101 , mở chuỗi showrom, Ngân Hàng Thương Hiệu. - Giá bán: 86 tỷ Liên hệ Em Tiên hỗ trợ 24/7 Liên hệ: SĐT 1 083 944 **** Hiện số",,,,,,,
306251189,16,"Nhà đẹp hẻm xe hơi đường Lý Nam Đế-Q11 giá 3.680tỷ/76,3m2. Gần chợ Đồ Cũ Nhật Tảo. Cho thuê 23tr","3,68 tỷ",3.68,"nhà đẹp hẻm xe hơi đường lý nam đế-q11 giá 3.680tỷ/76,3m2. gần chợ đồ cũ nhật tảo. cho thuê 23tr",76.3,N/A,"Đ. Lý Nam Đế, P. 7, Q. 11, Tp. Hồ Chí Minh",4,4,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306251189,"Vị trí nằm trên đường Lý Nam Đế- Quận 1 Gần chợ đồ cũ Nhật Tảo 2, cách COOP.MART LÝ THƯỜNG KIỆT chỉ vài phút Diện tích 76,3m2 (4,5m x 16,9m). Kết cấu nhà 1 trệt - 1 Lửng - 2 Tầng - 4 Phòng ngủ - 4 Toilet. Nhà có luôn gara ô tô thuận tiện Sổ sẵn, công chứng trong hỗ trợ từ a - z. Gọi nhanh 0938209916 e hỗ trợ. Liên hệ: SĐT 1 093 820 **** Hiện số Thông tin chi tiết Mặt tiền 5m",5m,,,,,,
306250317,16,"Bán nhà mặt tiền Lê Đại Hành, vị trí đẹp nhất đường ngay Parkson khu đẹp nhất Q11",25 tỷ,25.0,"277,78 triệu/m²",90,N/A,"Đ. Lê Đại Hành, P. 13, Q. 11, Tp. Hồ Chí Minh",5,5,21/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306250317,"Vị trí: 2MT trước sau Lê Đại Hành đường 40m vị trí cực đẹp - Diện tích: 3.6 x 30 cho xây dựng 8lầu - DTCN: 90.6m2 - Có Hđ thuê: 45tr/tháng Giá bán: 25ty bớt lộc Liên hệ: 0772080341 trực tiếp chủ nhà Liên hệ: SĐT 1 077 208 **** Hiện số Thông tin chi tiết Mặt tiền 3,6m","3,6m",,,,,,
